publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Digital Photography an Introduction	9781465475312		2018-01-02			2018-01-02			http://my.safaribooksonline.com/9781465475312?tocview=true		9781465475312		ebook		DK Publishing					Safari Tech Books Online	safari.tech	40713968		1015955732	raw
Green Electronics Manufacturing	9781439826690		2012-07-25			2012-07-25			http://my.safaribooksonline.com/9781439826690?tocview=true		9781439826690		ebook		CRC Press					Safari Tech Books Online	safari.tech	15658606		802251435	raw
Case for 'Benevolent' Mobile Apps, The			2015-01-01			2015-01-01			http://my.safaribooksonline.com/53863MIT56219?tocview=true		53863MIT56219		ebook		MIT Sloan Management Review					Safari Tech Books Online	safari.tech	21921934			raw
Business Intelligence with Excel 2013			2018-02-15			2018-02-15			http://my.safaribooksonline.com/200000006A0430?tocview=true		200000006A0430		ebook		Stone River eLearning					Safari Tech Books Online	safari.tech	38511310			raw
Virtual Training Basics, 2nd Edition	9781947308657		2018-04-10			2018-04-10			http://my.safaribooksonline.com/9781947308657?tocview=true		9781947308657		ebook		Association for Talent Development					Safari Tech Books Online	safari.tech	38793918		1026407492	raw
Power Programming with ReSharper: Optimize .NET Development with the ReSharper Add-In to Visual Studio 2008	9780470398432		2008-06-01			2008-06-01			http://my.safaribooksonline.com/9780470398432?tocview=true		9780470398432		ebook		Wrox Blox					Safari Tech Books Online	safari.tech	6530524		314005625	raw
An Introduction to Writing for Electronic Media	9780240808529		2012-09-10			2012-09-10			http://my.safaribooksonline.com/9780240808529?tocview=true		9780240808529		ebook		Focal Press					Safari Tech Books Online	safari.tech	15312943		499055115	raw
MacBook® Portable Genius, 2nd Edition	9780470560648		2009-11-09			2009-11-09			http://my.safaribooksonline.com/9780470560648?tocview=true		9780470560648		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	3331124		646166176	raw
Head First Servlets and JSP, 2nd Edition	9780596516680		2008-03-25			2008-03-25			http://my.safaribooksonline.com/9780596516680?tocview=true		9780596516680		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	1887180		297576377	raw
Real-World Projects with Flutter	9781789616033		2019-01-28			2019-01-28			http://my.safaribooksonline.com/9781789616033?tocview=true		9781789616033		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	40994241			raw
Genome Refactoring	9781598299472		2009-05-08			2009-05-08			http://my.safaribooksonline.com/9781598299472?tocview=true		9781598299472		ebook		Morgan & Claypool Publishers					Safari Tech Books Online	safari.tech	15377683		427958759	raw
Supply Chain Design (Collection)	9780133091748		2013-03-02			2013-03-02			http://my.safaribooksonline.com/9780133091748?tocview=true		9780133091748		ebook		FT Press					Safari Tech Books Online	safari.tech	13975031			raw
AIX Storage Management	9780738406909		1994-11-03			1994-11-03			http://my.safaribooksonline.com/0738406902?tocview=true		0738406902		ebook		IBM Redbooks					Safari Tech Books Online	safari.tech	15658096		872560678	raw
Digital Character Animation 3	9780321376008		2006-04-12			2006-04-12			http://my.safaribooksonline.com/0321376005?tocview=true		0321376005		ebook		New Riders					Safari Tech Books Online	safari.tech	1883075		70077868	raw
La grand bestiaire des entreprises - 70 stratégies passées au crible	9782212418064		2011-07-07			2011-07-07			http://my.safaribooksonline.com/9782212418064?tocview=true		9782212418064		ebook		Eyrolles					Safari Tech Books Online	safari.tech	13594711			raw
Rendezvous with Ada 95, 2nd Edition	9780471012764		1995-03-02			1995-03-02			http://my.safaribooksonline.com/9780471012764?tocview=true		9780471012764		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	14282646		846954581	raw
Smarter Marketing: The New Partnership for the CMO and CIO			2013-01-31			2013-01-31			http://my.safaribooksonline.com/2235601931001?tocview=true		2235601931001		ebook		Harvard Business Review					Safari Tech Books Online	safari.tech	24792139			raw
Strata Conference Santa Clara 2012: Complete Video Compilation	9781449336172		2012-03-23			2012-03-23			http://my.safaribooksonline.com/9781449336172?tocview=true		9781449336172		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	9231302			raw
Yii2 By Example	9781785287411		2015-09-29			2015-09-29			http://my.safaribooksonline.com/9781785287411?tocview=true		9781785287411		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	23488132		926046103	raw
Building Mobile Applications with TensorFlow	9781491988435		2017-08-15			2017-08-15			http://my.safaribooksonline.com/9781491988435?tocview=true		9781491988435		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	40400713			raw
Hamster Revolution for Meetings, The	9781605090085		2009-06-01			2009-06-01			http://my.safaribooksonline.com/9781605090085?tocview=true		9781605090085		ebook		Berrett-Koehler					Safari Tech Books Online	safari.tech	7068548		465079068	raw
Implementing and Managing InfiniBand Coupling Links on System z	9780738436661		2012-03-23			2012-03-23			http://my.safaribooksonline.com/0738436666?tocview=true		0738436666		ebook		IBM Redbooks					Safari Tech Books Online	safari.tech	15774603		900316608	raw
Transmission and Distribution Electrical Engineering, 3rd Edition	9780080468136		2006-12-18			2006-12-18			http://my.safaribooksonline.com/9780080468136?tocview=true		9780080468136		ebook		Newnes					Safari Tech Books Online	safari.tech	24501887		162130298	raw
Essential Lessons on Leadership (Collection), 2/e	9780133442366		2013-04-29			2013-04-29			http://my.safaribooksonline.com/9780133442366?tocview=true		9780133442366		ebook		FT Press					Safari Tech Books Online	safari.tech	14459449		852225813	raw
Modernizing Legacy Applications in PHP	9781787124707		2016-08-31			2016-08-31			http://my.safaribooksonline.com/9781787124707?tocview=true		9781787124707		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	28739840		958120737	raw
Java™ P2P Unleashed			2002-09-12			2002-09-12			http://my.safaribooksonline.com/0672323990?tocview=true		0672323990		ebook		Sams					Safari Tech Books Online	safari.tech	1884174		52355521	raw
Diskurse des Alter(n)s	9783110430721		2016-02-22			2016-02-22			http://my.safaribooksonline.com/9783110430721?tocview=true		9783110430721		ebook		De Gruyter Mouton					Safari Tech Books Online	safari.tech	34852357		945740925	raw
Architecting Modern Java EE Applications	9781788393850		2017-10-06			2017-10-06			http://my.safaribooksonline.com/9781788393850?tocview=true		9781788393850		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	36826433			raw
Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos	9781849684781		2012-12-19			2012-12-19			http://my.safaribooksonline.com/9781849684781?tocview=true		9781849684781		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	12973012		823719036	raw
Microsoft 70-462 Administering SQL Server 2012 Databases			2017-05-15			2017-05-15			http://my.safaribooksonline.com/100000006A0536?tocview=true		100000006A0536		ebook		iCollege					Safari Tech Books Online	safari.tech	34878618			raw
IBM Flex System V7000 Storage Node Introduction and Implementation Guide	9780738438641		2013-09-17			2013-09-17			http://my.safaribooksonline.com/0738438642?tocview=true		0738438642		ebook		IBM Redbooks					Safari Tech Books Online	safari.tech	16523158		860709986	raw
CCNP Voice TVoice 642-427 Quick Reference, Video Enhanced Edition	9780132486330		2011-04-05			2011-04-05			http://my.safaribooksonline.com/9780132486330?tocview=true		9780132486330		ebook		Cisco Press					Safari Tech Books Online	safari.tech	6026987		745061290	raw
Release 2.0: Issue 9	9780596520465		2009-06-30			2009-06-30			http://my.safaribooksonline.com/9780596520465?tocview=true		9780596520465		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	6947153		314109237	raw
Building an FPS Game with Unity	9781782174806		2015-10-30			2015-10-30			http://my.safaribooksonline.com/9781782174806?tocview=true		9781782174806		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	24417372		927965812	raw
MySQL® Administrator's Guide and Language Reference, Second Edition	9780672328701		2006-04-27			2006-04-27			http://my.safaribooksonline.com/0672328704?tocview=true		0672328704		ebook		MySQL Press					Safari Tech Books Online	safari.tech	1884418		71388034	raw
Advanced Art of Stop-Motion Animation, The	9781435456136		2010-06-01			2010-06-01			http://my.safaribooksonline.com/9781435456136?tocview=true		9781435456136		ebook		Course Technology PTR					Safari Tech Books Online	safari.tech	4652895		699852526	raw
Core Web Programming, Second Edition			2001-05-24			2001-05-24			http://my.safaribooksonline.com/0130897930?tocview=true		0130897930		ebook		Prentice Hall					Safari Tech Books Online	safari.tech	1881936			raw
Java EE 5 Development using GlassFish Application Server	9781847192608		2007-10-11			2007-10-11			http://my.safaribooksonline.com/9781847192608?tocview=true		9781847192608		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	9007632		248091298	raw
PHP Advanced for the World Wide Web: Visual QuickPro Guide			2001-12-18			2001-12-18			http://my.safaribooksonline.com/0201775972?tocview=true		0201775972		ebook		Peachpit Press					Safari Tech Books Online	safari.tech	1882524			raw
Ultra-Fast ASP.NET 4.5	9781430243380		2012-07-18			2012-07-18			http://my.safaribooksonline.com/9781430243380?tocview=true		9781430243380		ebook		Apress					Safari Tech Books Online	safari.tech	11128594		811838444	raw
Learning Spark	9781449359034		2015-02-17			2015-02-17			http://my.safaribooksonline.com/9781449359034?tocview=true		9781449359034		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	17583543		903609687	raw
SSL Remote Access VPNs	9780768681956		2008-06-10			2008-06-10			http://my.safaribooksonline.com/9780768681956?tocview=true		9780768681956		ebook		Cisco Press					Safari Tech Books Online	safari.tech	1887505		297574696	raw
Ensuring Digital Accessibility through Process and Policy	9780128007105		2015-06-03			2015-06-03			http://my.safaribooksonline.com/9780128007105?tocview=true		9780128007105		ebook		Morgan Kaufmann					Safari Tech Books Online	safari.tech	22493447		910662584	raw
Doing Math with Python	9781457189999		2015-08-27			2015-08-27			http://my.safaribooksonline.com/9781457189999?tocview=true		9781457189999		ebook		No Starch Press					Safari Tech Books Online	safari.tech	22830009			raw
Learn ECMAScript - Second Edition	9781788620062		2018-02-26			2018-02-26			http://my.safaribooksonline.com/9781788620062?tocview=true		9781788620062		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	38944811			raw
Communication Strategies			2019-03-15			2019-03-15			http://my.safaribooksonline.com/1000000ESS0115?tocview=true		1000000ESS0115		ebook		Stone River eLearning					Safari Tech Books Online	safari.tech	50666702		437175824	raw
Engineering Biostatistics	9781119168966		2017-11-06			2017-11-06			http://my.safaribooksonline.com/9781119168966?tocview=true		9781119168966		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	37775231		1007134895	raw
Master Math: Elementary School Math	9781305085169		2014-06-18			2014-06-18			http://my.safaribooksonline.com/9781305085169?tocview=true		9781305085169		ebook		Course Technology PTR					Safari Tech Books Online	safari.tech	17556481		884585929	raw
Business of Android Apps Development: Making and Marketing Apps That Succeed, The	9781430239420		2011-10-15			2011-10-15			http://my.safaribooksonline.com/9781430239420?tocview=true		9781430239420		ebook		Apress					Safari Tech Books Online	safari.tech	7068422		775598198	raw
API nowoczesnej strony WWW. Usługi sieciowe w PHP	9781457194559		2015-05-04			2015-05-04			http://my.safaribooksonline.com/9781457194559?tocview=true		9781457194559		ebook		Helion					Safari Tech Books Online	safari.tech	22163127		908634785	raw
CSS Cookbook, 3rd Edition	9781449377250		2009-12-24			2009-12-24			http://my.safaribooksonline.com/9781449377250?tocview=true		9781449377250		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	3230732		497107312	raw
Power BI Masterclass - Your Future in Data Analytics	9781789536065		2018-06-21			2018-06-21			http://my.safaribooksonline.com/9781789536065?tocview=true		9781789536065		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	39612760			raw
Dynamic Neural Network Programming with PyTorch	9781789610314		2019-01-31			2019-01-31			http://my.safaribooksonline.com/9781789610314?tocview=true		9781789610314		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	44093415			raw
Advanced Microservices: A Hands-on Approach to Microservice Infrastructure and Tooling	9781484228869		2017-06-14			2017-06-14			http://my.safaribooksonline.com/9781484228869?tocview=true		9781484228869		ebook		Apress					Safari Tech Books Online	safari.tech	36104336		990142096	raw
Mixing Music	9781465458070		2016-10-11			2016-10-11			http://my.safaribooksonline.com/9781465458070?tocview=true		9781465458070		ebook		Alpha					Safari Tech Books Online	safari.tech	33067750		969171684	raw
Imaging on OS X Learn by Video	9780134184494		2015-04-14			2015-04-14			http://my.safaribooksonline.com/9780134184494?tocview=true		9780134184494		ebook		Peachpit Press					Safari Tech Books Online	safari.tech	21996108			raw
Customer CEO: How to Profit from the Power of Your Customers	9781937134389		2013-04-30			2013-04-30			http://my.safaribooksonline.com/9781937134389?tocview=true		9781937134389		ebook		Bibliomotion					Safari Tech Books Online	safari.tech	17461116		856659429	raw
Adobe Captivate 3: The Definitive Guide	9781598220490		2010-10-25			2010-10-25			http://my.safaribooksonline.com/9781598220490?tocview=true		9781598220490		ebook		Jones & Bartlett Learning					Safari Tech Books Online	safari.tech	5100166		298103738	raw
Lighting Technology, 2nd Edition	9780240516516		2013-05-02			2013-05-02			http://my.safaribooksonline.com/9780240516516?tocview=true		9780240516516		ebook		Focal Press					Safari Tech Books Online	safari.tech	15312807		648270604	raw
Advancing from jQuery 2 to jQuery 3	9781491963333		2016-07-06			2016-07-06			http://my.safaribooksonline.com/9781491963333?tocview=true		9781491963333		ebook		Infinite Skills					Safari Tech Books Online	safari.tech	27409476			raw
